workclass,education,educational-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,age_group,occupation_group
0,9,13,4,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,12,14,0,4,4,0,0,0,40,38,1,agegroup2,occupationgroup2
2,9,13,2,0,4,1,8,0,40,38,1,agegroup3,occupationgroup1
2,11,9,2,0,4,1,3,0,40,38,1,agegroup2,occupationgroup3
2,15,10,4,4,2,1,0,0,40,38,0,agegroup2,occupationgroup2
2,9,13,2,0,4,1,11,0,50,38,1,agegroup3,occupationgroup3
2,9,13,4,1,4,1,0,0,50,38,0,agegroup2,occupationgroup1
2,15,10,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,4,3,2,0,4,1,0,0,48,38,0,agegroup2,occupationgroup2
0,11,9,0,4,4,0,0,2,40,38,0,agegroup2,occupationgroup1
3,11,9,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup1
2,14,15,2,0,4,1,0,0,55,38,1,agegroup2,occupationgroup2
2,12,14,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,11,9,4,1,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,12,14,2,5,4,0,0,0,38,38,0,agegroup2,occupationgroup2
2,7,12,0,1,4,0,0,0,40,38,1,agegroup2,occupationgroup3
2,15,10,0,4,4,0,0,0,55,38,1,agegroup2,occupationgroup2
2,15,10,2,5,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,5,4,2,0,2,1,7,0,35,13,1,agegroup2,occupationgroup2
2,15,10,4,3,4,0,0,0,40,38,0,agegroup1,occupationgroup1
4,11,9,2,0,4,1,0,0,99,38,0,agegroup2,occupationgroup1
2,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
2,11,9,4,3,2,0,0,0,40,38,0,agegroup1,occupationgroup2
2,12,14,0,1,4,0,0,2,55,38,0,agegroup2,occupationgroup2
2,1,7,4,3,4,0,0,0,15,12,0,agegroup1,occupationgroup3
2,15,10,4,3,4,1,0,0,25,1,0,agegroup1,occupationgroup3
2,9,13,2,0,3,1,0,0,40,19,1,agegroup2,occupationgroup2
2,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
2,12,14,4,1,4,1,0,0,45,38,0,agegroup1,occupationgroup1
2,14,15,0,1,4,1,0,0,45,38,1,agegroup2,occupationgroup2
2,8,11,0,1,4,1,0,0,25,38,0,agegroup2,occupationgroup3
2,8,11,2,5,4,0,0,0,52,38,0,agegroup1,occupationgroup1
2,9,13,4,1,4,0,0,0,20,38,0,agegroup1,occupationgroup1
2,15,10,0,1,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,11,9,2,5,4,0,4,0,12,38,0,agegroup2,occupationgroup1
2,9,13,2,0,4,1,0,0,40,38,1,agegroup1,occupationgroup2
2,15,10,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,15,10,4,3,4,1,0,0,30,38,0,agegroup1,occupationgroup1
2,0,6,2,0,2,1,0,0,40,38,0,agegroup2,occupationgroup1
1,12,14,6,4,4,0,0,0,44,38,0,agegroup2,occupationgroup2
2,11,9,2,5,4,0,0,0,40,38,1,agegroup2,occupationgroup1
4,14,15,2,0,4,1,0,0,20,38,0,agegroup2,occupationgroup3
2,9,13,2,5,4,0,0,2,40,38,1,agegroup1,occupationgroup2
2,15,10,2,0,4,1,0,0,35,38,1,agegroup3,occupationgroup1
2,11,9,6,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,9,13,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup1
2,11,9,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup1
3,12,14,2,0,1,1,0,2,40,16,1,agegroup2,occupationgroup3
2,8,11,2,5,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,1,7,4,1,4,0,0,0,30,38,0,agegroup2,occupationgroup1
2,9,13,4,3,2,0,0,0,40,38,0,agegroup1,occupationgroup1
2,11,9,4,4,4,0,0,4,37,32,0,agegroup2,occupationgroup1
1,9,13,2,0,4,1,0,0,56,38,0,agegroup2,occupationgroup3
2,15,10,4,1,4,0,0,0,50,38,0,agegroup1,occupationgroup1
2,11,9,0,4,4,0,0,0,35,38,0,agegroup1,occupationgroup3
1,9,13,2,0,4,1,0,2,30,38,0,agegroup2,occupationgroup2
2,9,13,2,0,4,1,0,0,70,38,1,agegroup2,occupationgroup3
2,9,13,4,3,4,1,0,0,15,38,0,agegroup1,occupationgroup1
2,11,9,4,1,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,0,4,4,1,0,0,55,38,0,agegroup2,occupationgroup3
2,11,9,5,2,2,0,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,4,1,4,1,0,0,60,38,0,agegroup1,occupationgroup3
2,11,9,2,0,4,1,0,0,55,38,0,agegroup2,occupationgroup3
2,7,12,2,0,4,1,0,0,40,1,1,agegroup2,occupationgroup1
2,15,10,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,15,10,4,1,4,1,0,0,50,38,0,agegroup1,occupationgroup1
2,8,11,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,15,10,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup2
2,9,13,0,1,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,11,9,4,1,4,1,0,0,48,38,0,agegroup2,occupationgroup2
2,15,10,4,3,4,0,0,0,20,38,0,agegroup1,occupationgroup3
1,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
5,11,9,2,0,4,1,0,0,38,38,0,agegroup1,occupationgroup3
2,0,6,0,1,4,0,0,0,32,38,0,agegroup2,occupationgroup2
2,9,13,0,1,4,1,0,0,40,38,1,agegroup2,occupationgroup2
2,8,11,0,4,4,0,0,1,40,38,0,agegroup2,occupationgroup3
2,11,9,0,4,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,9,13,4,1,4,1,0,0,30,38,0,agegroup1,occupationgroup1
2,5,4,2,0,4,1,0,0,40,38,0,agegroup3,occupationgroup2
2,9,13,2,0,2,1,0,0,20,38,0,agegroup3,occupationgroup2
2,11,9,5,4,0,0,0,0,72,38,0,agegroup2,occupationgroup2
2,8,11,2,0,4,1,0,0,46,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,0,39,38,0,agegroup1,occupationgroup2
2,1,7,2,0,2,1,0,0,9,38,1,agegroup3,occupationgroup2
5,12,14,2,0,1,1,0,0,20,2,0,agegroup1,occupationgroup2
0,9,13,4,1,4,1,0,1,50,38,0,agegroup2,occupationgroup3
2,11,9,0,4,4,0,0,0,30,38,0,agegroup2,occupationgroup3
2,15,10,4,4,4,0,0,0,2,38,0,agegroup1,occupationgroup3
2,9,13,4,3,4,0,0,0,15,38,0,agegroup1,occupationgroup2
4,15,10,2,0,4,1,0,0,60,38,0,agegroup2,occupationgroup1
2,4,3,2,5,4,0,0,0,40,25,0,agegroup1,occupationgroup2
2,12,14,4,1,4,1,0,0,50,38,0,agegroup2,occupationgroup2
1,12,14,2,5,4,0,0,1,40,38,1,agegroup1,occupationgroup1
2,12,14,2,0,1,1,0,0,40,2,0,agegroup2,occupationgroup2
2,12,14,2,0,4,1,15,0,40,38,1,agegroup3,occupationgroup1
4,15,10,4,4,4,1,0,0,30,38,0,agegroup2,occupationgroup1
2,15,10,2,0,4,1,0,0,60,38,1,agegroup2,occupationgroup1
2,11,9,2,2,4,0,0,0,20,38,0,agegroup2,occupationgroup3
2,12,14,0,1,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,9,13,4,1,4,0,0,2,30,38,1,agegroup1,occupationgroup3
5,15,10,4,1,2,1,0,0,30,38,0,agegroup1,occupationgroup3
2,11,9,4,4,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,11,9,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,8,11,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,4,4,4,0,0,0,20,38,0,agegroup1,occupationgroup2
1,9,13,4,3,4,0,0,0,35,38,0,agegroup1,occupationgroup2
2,9,13,2,0,1,1,0,0,50,23,1,agegroup2,occupationgroup1
2,12,14,2,0,4,1,100,0,40,38,1,agegroup2,occupationgroup1
2,7,12,2,2,1,0,5,0,38,38,1,agegroup2,occupationgroup1
2,15,10,4,1,4,0,0,0,45,38,0,agegroup1,occupationgroup2
2,9,13,4,1,1,0,0,0,40,29,0,agegroup1,occupationgroup1
5,15,10,4,1,4,1,0,0,40,38,0,agegroup2,occupationgroup1
5,15,10,4,1,4,0,0,0,16,38,0,agegroup1,occupationgroup1
2,11,9,4,3,4,1,0,0,50,38,0,agegroup1,occupationgroup1
2,11,9,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,9,13,2,0,4,1,0,2,50,38,1,agegroup3,occupationgroup3
5,11,9,4,3,4,0,0,0,40,38,0,agegroup2,occupationgroup2
3,9,13,2,0,4,1,0,0,40,38,0,agegroup3,occupationgroup1
2,8,11,4,1,4,0,0,0,35,38,0,agegroup1,occupationgroup2
5,15,10,2,0,4,1,0,0,45,38,0,agegroup2,occupationgroup3
2,11,9,4,1,4,1,0,0,45,38,0,agegroup1,occupationgroup1
2,11,9,5,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,1,7,4,3,4,1,0,0,15,38,0,agegroup1,occupationgroup2
4,11,9,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup1
2,11,9,0,4,4,0,0,0,20,38,0,agegroup2,occupationgroup1
2,9,13,0,1,1,0,0,0,30,34,0,agegroup3,occupationgroup3
0,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
4,8,11,2,0,4,1,0,0,72,38,1,agegroup2,occupationgroup3
5,11,9,2,5,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,15,10,0,1,4,0,0,0,35,38,0,agegroup1,occupationgroup1
2,1,7,4,3,4,0,0,0,15,38,0,agegroup1,occupationgroup1
2,11,9,0,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,0,4,4,0,0,0,40,38,0,agegroup1,occupationgroup1
1,1,7,2,2,4,1,0,0,50,38,0,agegroup1,occupationgroup2
4,11,9,2,0,4,1,100,0,40,38,1,agegroup2,occupationgroup1
2,11,9,0,1,4,1,0,0,40,38,0,agegroup2,occupationgroup1
3,9,13,2,0,4,1,15,0,40,38,1,agegroup2,occupationgroup2
4,9,13,4,3,4,1,0,0,30,38,0,agegroup1,occupationgroup2
2,15,10,0,1,4,1,0,0,40,38,1,agegroup2,occupationgroup2
2,11,9,6,4,3,0,0,0,35,32,0,agegroup2,occupationgroup2
2,6,5,0,1,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,15,10,0,4,1,0,0,0,40,29,0,agegroup2,occupationgroup2
2,11,9,2,0,4,1,0,0,75,38,1,agegroup2,occupationgroup3
1,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
2,7,12,0,4,4,0,0,0,40,38,1,agegroup2,occupationgroup1
2,15,10,2,0,3,1,0,0,40,19,0,agegroup2,occupationgroup2
2,9,13,4,1,4,0,0,0,10,38,0,agegroup1,occupationgroup3
2,9,13,4,3,4,0,0,0,40,1,0,agegroup1,occupationgroup1
2,9,13,0,1,4,0,0,0,45,38,0,agegroup2,occupationgroup3
2,12,14,2,0,1,1,0,0,40,2,1,agegroup3,occupationgroup1
2,11,9,4,3,4,1,0,0,20,38,0,agegroup1,occupationgroup2
2,15,10,2,0,4,1,0,0,50,38,0,agegroup1,occupationgroup1
2,9,13,5,1,4,1,0,0,45,38,0,agegroup2,occupationgroup1
2,11,9,4,4,4,0,0,0,40,25,0,agegroup2,occupationgroup2
2,0,6,2,0,2,1,0,0,40,38,0,agegroup2,occupationgroup3
4,15,10,2,0,4,1,0,0,40,38,0,agegroup3,occupationgroup1
4,15,10,4,1,4,0,0,0,14,38,0,agegroup2,occupationgroup1
1,11,9,4,4,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,11,9,5,4,2,0,0,0,35,38,0,agegroup2,occupationgroup3
2,11,9,2,0,2,1,0,0,50,38,0,agegroup2,occupationgroup3
2,11,9,2,0,4,1,0,0,30,38,0,agegroup1,occupationgroup2
2,0,6,4,1,4,1,0,0,40,3,0,agegroup2,occupationgroup2
2,11,9,2,0,4,1,0,2,55,38,1,agegroup2,occupationgroup3
4,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
3,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,9,13,0,1,4,1,0,0,40,38,0,agegroup1,occupationgroup3
1,9,13,2,0,4,1,0,2,40,38,1,agegroup2,occupationgroup2
2,11,9,2,3,4,0,0,0,30,38,0,agegroup2,occupationgroup3
2,12,14,2,0,4,1,0,2,40,38,1,agegroup2,occupationgroup1
2,11,9,0,4,4,0,0,0,20,38,0,agegroup2,occupationgroup2
5,11,9,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,8,11,4,3,4,0,0,0,40,38,0,agegroup1,occupationgroup3
2,15,10,4,4,2,0,0,0,30,38,0,agegroup1,occupationgroup1
2,15,10,4,4,4,0,0,0,10,38,0,agegroup1,occupationgroup2
2,11,9,4,1,4,0,0,0,40,38,0,agegroup2,occupationgroup3
2,11,9,2,0,4,1,0,0,50,38,0,agegroup1,occupationgroup2
2,15,10,4,1,3,1,14,0,60,18,1,agegroup2,occupationgroup1
2,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,11,9,0,1,4,1,0,0,43,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup1
2,11,9,0,4,4,0,0,0,99,38,0,agegroup2,occupationgroup2
2,15,10,4,3,4,0,0,0,42,38,0,agegroup1,occupationgroup1
2,7,12,2,3,4,0,0,0,38,38,0,agegroup2,occupationgroup1
2,8,11,2,0,4,1,0,2,40,38,1,agegroup1,occupationgroup3
2,9,13,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,8,11,2,0,4,1,0,0,50,38,0,agegroup1,occupationgroup2
5,11,9,2,0,4,1,0,0,60,38,0,agegroup1,occupationgroup3
2,12,14,4,1,4,1,0,0,60,38,0,agegroup1,occupationgroup1
5,12,14,4,1,4,1,0,0,80,38,0,agegroup2,occupationgroup1
5,9,13,2,0,4,1,0,0,37,38,1,agegroup1,occupationgroup2
2,9,13,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup2
4,11,9,2,0,4,1,5,0,70,38,0,agegroup3,occupationgroup1
2,15,10,4,1,2,1,0,0,40,38,0,agegroup1,occupationgroup3
2,8,11,0,1,4,1,7,0,40,38,0,agegroup2,occupationgroup1
2,12,14,4,3,4,0,5,0,60,38,1,agegroup1,occupationgroup1
2,11,9,4,2,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup1
2,15,10,0,4,4,0,0,0,64,38,0,agegroup2,occupationgroup1
2,15,10,4,3,3,1,0,0,40,38,0,agegroup1,occupationgroup1
2,9,13,0,1,4,1,0,0,40,10,0,agegroup2,occupationgroup2
2,11,9,0,1,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,1,7,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup1
5,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
0,12,14,2,2,4,1,15,0,40,38,1,agegroup2,occupationgroup1
2,11,9,0,1,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,9,13,4,1,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,9,13,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,11,9,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,15,10,0,1,4,1,3,0,40,38,0,agegroup2,occupationgroup1
2,11,9,3,1,4,1,5,0,40,38,0,agegroup2,occupationgroup1
1,12,14,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup2
2,9,13,4,1,4,0,0,2,55,38,0,agegroup1,occupationgroup3
2,1,7,0,1,4,0,0,0,20,38,0,agegroup2,occupationgroup3
2,15,10,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup3
5,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
2,15,10,4,3,4,0,0,0,25,38,0,agegroup1,occupationgroup3
2,7,12,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,11,9,4,4,4,1,0,0,50,38,0,agegroup1,occupationgroup1
2,15,10,4,3,4,1,0,0,30,38,0,agegroup1,occupationgroup1
2,11,9,4,3,4,0,2,0,40,38,0,agegroup2,occupationgroup1
2,15,10,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,2,8,4,3,4,1,0,0,12,38,0,agegroup1,occupationgroup1
5,12,14,2,0,1,1,0,0,48,2,0,agegroup2,occupationgroup2
2,11,9,4,3,2,1,0,0,40,38,0,agegroup1,occupationgroup2
2,15,10,4,1,0,0,0,0,40,38,0,agegroup1,occupationgroup3
2,11,9,2,0,4,1,0,0,40,38,1,agegroup1,occupationgroup1
1,9,13,4,1,4,0,0,0,44,38,1,agegroup2,occupationgroup2
2,15,10,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup2
2,12,14,2,0,2,1,0,0,40,38,0,agegroup2,occupationgroup1
2,7,12,4,3,4,1,0,0,20,19,0,agegroup1,occupationgroup1
2,2,8,4,1,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,11,9,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup3
4,9,13,2,2,4,0,0,0,20,38,1,agegroup1,occupationgroup2
0,15,10,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,2,0,4,1,0,0,74,38,1,agegroup2,occupationgroup3
2,15,10,4,3,4,0,0,0,20,38,0,agegroup1,occupationgroup1
4,12,14,2,0,4,1,0,0,40,38,0,agegroup3,occupationgroup1
2,9,13,2,5,4,0,0,0,20,38,0,agegroup2,occupationgroup2
1,15,10,0,1,2,0,0,0,55,38,1,agegroup2,occupationgroup1
2,15,10,4,3,4,0,4,0,24,38,0,agegroup1,occupationgroup1
1,1,7,4,3,4,0,0,0,7,38,0,agegroup1,occupationgroup2
2,15,10,4,3,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,8,11,4,1,2,0,0,0,40,38,0,agegroup1,occupationgroup1
2,15,10,2,5,4,0,0,0,35,38,1,agegroup2,occupationgroup1
2,11,9,0,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,11,9,4,1,4,1,0,0,30,38,0,agegroup1,occupationgroup2
2,12,14,2,0,4,1,15,0,60,38,1,agegroup2,occupationgroup1
2,15,10,2,0,4,1,15,0,45,38,1,agegroup2,occupationgroup2
4,12,14,2,0,4,1,0,0,39,38,1,agegroup3,occupationgroup2
2,9,13,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup1
4,9,13,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup1
4,9,13,2,0,1,1,0,0,35,39,0,agegroup2,occupationgroup1
2,0,6,4,1,2,0,0,0,50,38,0,agegroup2,occupationgroup1
2,8,11,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
1,9,13,2,5,4,0,0,0,50,38,0,agegroup2,occupationgroup2
2,11,9,2,5,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,15,10,0,4,2,0,0,0,40,38,0,agegroup2,occupationgroup2
2,15,10,4,3,2,1,0,0,40,38,0,agegroup2,occupationgroup1
3,10,16,2,0,1,1,0,0,40,35,1,agegroup2,occupationgroup3
4,12,14,3,1,4,0,0,0,20,38,0,agegroup3,occupationgroup3
2,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,11,9,0,1,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,15,10,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,14,15,2,0,4,1,0,0,60,38,1,agegroup2,occupationgroup2
2,0,6,4,3,4,1,0,0,15,38,0,agegroup1,occupationgroup2
2,11,9,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup3
2,11,9,0,4,2,0,0,0,40,38,0,agegroup1,occupationgroup2
2,1,7,4,1,4,1,0,0,40,38,0,agegroup1,occupationgroup2
2,15,10,2,0,4,1,0,0,58,38,0,agegroup2,occupationgroup1
2,5,4,6,1,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,10,16,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,6,5,4,1,4,0,0,0,40,7,0,agegroup1,occupationgroup2
4,5,4,2,0,4,1,0,0,20,25,0,agegroup2,occupationgroup1
2,0,6,4,1,2,1,0,0,20,38,0,agegroup1,occupationgroup2
2,11,9,2,0,4,1,0,0,45,38,0,agegroup2,occupationgroup2
2,9,13,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,9,13,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup3
2,11,9,0,1,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,11,9,4,3,4,1,0,0,30,38,0,agegroup1,occupationgroup1
2,1,7,4,3,4,1,0,0,22,38,0,agegroup1,occupationgroup3
2,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,11,9,4,3,1,1,0,0,26,38,0,agegroup1,occupationgroup2
2,9,13,4,3,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,11,9,4,1,4,0,0,0,40,38,0,agegroup2,occupationgroup3
2,15,10,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,5,4,6,1,4,0,1,0,20,38,0,agegroup3,occupationgroup2
2,15,10,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup3
2,11,9,4,3,4,0,0,0,50,38,0,agegroup1,occupationgroup2
4,5,4,2,0,4,1,0,0,40,38,0,agegroup3,occupationgroup1
4,9,13,5,1,4,1,0,0,50,38,0,agegroup2,occupationgroup3
5,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,15,10,2,0,0,1,0,0,50,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,2,40,38,0,agegroup2,occupationgroup1
2,15,10,4,3,4,0,0,0,13,38,0,agegroup1,occupationgroup3
2,4,3,5,4,2,0,4,0,40,38,0,agegroup2,occupationgroup1
2,15,10,0,1,4,1,0,0,40,38,0,agegroup2,occupationgroup2
2,12,14,4,1,4,1,0,0,40,38,1,agegroup2,occupationgroup2
4,14,15,2,0,4,1,20,0,45,38,1,agegroup3,occupationgroup2
2,15,10,4,3,2,0,0,0,40,38,0,agegroup1,occupationgroup2
2,5,4,2,0,3,1,0,0,40,38,0,agegroup2,occupationgroup1
3,0,6,2,0,4,1,0,2,44,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
2,9,13,5,1,4,1,100,0,55,38,1,agegroup2,occupationgroup3
2,11,9,2,2,4,1,0,0,40,6,0,agegroup1,occupationgroup1
2,7,12,4,1,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,11,9,2,0,4,1,2,0,4,38,0,agegroup3,occupationgroup3
1,12,14,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup2
2,11,9,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup1
2,11,9,4,3,4,0,0,0,40,38,0,agegroup1,occupationgroup1
4,11,9,2,0,4,1,0,0,10,38,1,agegroup3,occupationgroup1
2,7,12,4,1,4,0,3,0,40,38,0,agegroup2,occupationgroup1
2,7,12,4,3,4,0,0,0,15,38,0,agegroup1,occupationgroup1
2,15,10,4,2,4,1,0,2,40,38,0,agegroup1,occupationgroup1
2,14,15,4,1,4,1,100,0,45,38,1,agegroup2,occupationgroup2
2,9,13,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup2
2,11,9,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup1
2,9,13,2,0,4,1,0,0,40,38,0,agegroup1,occupationgroup3
2,12,14,2,5,4,0,15,0,50,1,1,agegroup2,occupationgroup2
2,6,5,4,3,4,1,0,0,40,38,0,agegroup1,occupationgroup2
2,8,11,4,3,4,0,0,0,40,38,0,agegroup2,occupationgroup2
2,12,14,4,1,4,0,0,0,40,38,0,agegroup1,occupationgroup1
2,11,9,5,4,4,0,0,0,55,38,0,agegroup2,occupationgroup3
1,11,9,2,0,4,1,0,0,40,38,0,agegroup1,occupationgroup2
2,9,13,5,4,2,0,0,0,39,38,0,agegroup2,occupationgroup2
2,12,14,2,0,4,1,0,0,52,38,1,agegroup2,occupationgroup2
4,7,12,0,1,4,0,0,0,70,38,0,agegroup2,occupationgroup3
2,12,14,4,1,4,0,0,3,50,38,1,agegroup2,occupationgroup1
2,7,12,0,4,4,0,0,0,50,38,0,agegroup2,occupationgroup2
4,5,4,2,0,4,1,0,0,72,38,0,agegroup2,occupationgroup1
1,12,14,2,0,4,1,0,0,20,4,0,agegroup3,occupationgroup1
2,2,8,4,3,4,0,0,0,20,38,0,agegroup1,occupationgroup2
2,11,9,2,0,4,1,0,0,55,38,1,agegroup2,occupationgroup3
2,9,13,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup3
2,15,10,2,0,4,1,0,0,48,38,1,agegroup2,occupationgroup2
0,11,9,2,0,4,1,0,0,45,38,1,agegroup2,occupationgroup1
3,9,13,5,4,4,1,0,3,40,38,1,agegroup2,occupationgroup3
2,9,13,2,0,4,1,0,0,45,38,1,agegroup2,occupationgroup1
2,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup1
3,9,13,2,0,4,1,0,0,50,38,0,agegroup2,occupationgroup2
2,11,9,4,1,4,0,0,0,35,38,0,agegroup1,occupationgroup3
1,8,11,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
4,11,9,2,0,4,1,0,0,20,38,0,agegroup3,occupationgroup1
2,15,10,6,1,4,0,0,0,28,38,0,agegroup3,occupationgroup2
5,11,9,0,1,4,0,0,0,27,38,0,agegroup3,occupationgroup1
5,11,9,5,4,2,0,0,0,40,38,0,agegroup2,occupationgroup3
2,11,9,2,0,4,1,0,0,52,38,0,agegroup2,occupationgroup1
4,12,14,0,1,4,0,0,0,25,38,0,agegroup2,occupationgroup2
1,9,13,4,3,4,1,0,0,45,38,0,agegroup1,occupationgroup2
2,11,9,4,1,2,0,0,0,40,38,0,agegroup2,occupationgroup2
2,10,16,2,0,4,1,0,0,40,38,1,agegroup2,occupationgroup1
2,0,6,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup1
2,15,10,0,4,4,0,0,0,40,38,0,agegroup2,occupationgroup3
2,11,9,2,0,4,1,0,0,50,38,1,agegroup2,occupationgroup3
2,6,5,0,1,2,0,0,0,46,38,0,agegroup2,occupationgroup2
2,11,9,0,1,4,1,0,0,60,38,0,agegroup2,occupationgroup3
2,1,7,4,3,4,0,0,0,24,38,0,agegroup1,occupationgroup3
2,14,15,2,0,4,1,0,0,55,38,1,agegroup2,occupationgroup2
2,7,12,4,3,4,0,0,0,40,38,0,agegroup1,occupationgroup3
2,11,9,2,0,4,1,0,0,40,38,0,agegroup1,occupationgroup3
2,11,9,2,0,4,1,0,2,65,38,1,agegroup2,occupationgroup1
0,9,13,2,0,4,1,0,0,45,38,1,agegroup2,occupationgroup3
2,11,9,2,0,4,1,0,0,40,38,0,agegroup2,occupationgroup3
2,11,9,4,3,2,0,0,0,40,38,0,agegroup1,occupationgroup2
2,12,14,2,0,4,1,0,0,45,38,0,agegroup3,occupationgroup2
5,11,9,2,0,4,1,0,0,65,38,0,agegroup2,occupationgroup2
